filter,till,till_date,fert_comp,spr_fert,fert_date,sum_fert,fert_app,cover,TN_mean,TN_min,TN_max,TDP_mean,TDP_min,TDP_max,CY_mean,CY_min,CY_max
0,Till,1-Apr,26-13-00,0,1-May,1000,Broadcast,None,56.27300536,12.36363393,160.4669671,6.988976418,0.14742258,12.94535478,3.310958279,1.281603306,4.311693521
1,Till,1-Apr,26-13-00,0,1-May,1000,Broadcast,None,35.20496993,6.164303178,154.2415576,4.067896692,0.087688322,9.297515695,3.310958279,1.281603306,4.311693521
3,Till,1-Apr,26-13-00,0,1-May,1000,Broadcast,None,33.34271305,5.462893423,154.2415576,3.836619855,0.081908339,9.297515695,3.310958279,1.281603306,4.311693521
5,Till,1-Apr,26-13-00,0,1-May,1000,Broadcast,None,32.55656156,5.210938211,154.2415576,3.744741289,0.079763139,9.297515695,3.310958279,1.281603306,4.311693521
0,Till,1-Apr,26-13-00,125,1-Feb,500,Injection,None,36.22681987,8.838785535,95.01387436,2.940909495,0.14742258,7.333435486,3.3108799,1.276606986,4.311693521
1,Till,1-Apr,26-13-00,125,1-Feb,500,Injection,None,22.72970633,5.017179715,85.53884324,1.871175839,0.087688322,5.175334353,3.3108799,1.276606986,4.311693521
3,Till,1-Apr,26-13-00,125,1-Feb,500,Injection,None,21.53591231,4.72813092,85.53884324,1.791838155,0.081908339,5.175334353,3.3108799,1.276606986,4.311693521
5,Till,1-Apr,26-13-00,125,1-Feb,500,Injection,None,21.04299396,4.492048588,85.53884324,1.759505949,0.079763139,5.175334353,3.3108799,1.276606986,4.311693521
0,Till,1-Apr,26-13-00,250,1-Feb,500,Broadcast,Winter Rye,50.34129437,9.019609126,132.3217507,5.305908405,0.14742258,9.819926893,3.310766096,1.277841877,4.311693521
1,Till,1-Apr,26-13-00,250,1-Feb,500,Broadcast,Winter Rye,31.04356956,5.198143419,114.3420918,3.094837331,0.087688322,6.992327545,3.310766096,1.277841877,4.311693521
3,Till,1-Apr,26-13-00,250,1-Feb,500,Broadcast,Winter Rye,29.31116572,4.908995754,114.3420918,2.919173498,0.081908339,6.992327545,3.310766096,1.277841877,4.311693521
5,Till,1-Apr,26-13-00,250,1-Feb,500,Broadcast,Winter Rye,28.57768499,4.79651006,114.3420918,2.849395519,0.079763139,6.992327545,3.310766096,1.277841877,4.311693521
0,Till,1-Apr,26-13-00,250,1-Feb,500,Broadcast,None,50.34129437,9.019609126,132.3217507,5.305908405,0.14742258,9.819926893,3.310766096,1.277841877,4.311693521
1,Till,1-Apr,26-13-00,250,1-Feb,500,Broadcast,None,31.04356956,5.198143419,114.3420918,3.094837331,0.087688322,6.992327545,3.310766096,1.277841877,4.311693521
3,Till,1-Apr,26-13-00,250,1-Feb,500,Broadcast,None,29.31116572,4.908995754,114.3420918,2.919173498,0.081908339,6.992327545,3.310766096,1.277841877,4.311693521
5,Till,1-Apr,26-13-00,250,1-Feb,500,Broadcast,None,28.57768499,4.79651006,114.3420918,2.849395519,0.079763139,6.992327545,3.310766096,1.277841877,4.311693521
0,No Till,NA,26-13-00,125,1-May,500,Broadcast,Winter Rye,40.31715353,10.7684161,104.9021805,4.725087664,0.148858498,9.372766874,3.310731606,1.277731484,4.31220824
1,No Till,NA,26-13-00,125,1-May,500,Broadcast,Winter Rye,24.34055952,5.877161237,93.72598698,2.739091317,0.088821214,6.931543046,3.310731606,1.277731484,4.31220824
3,No Till,NA,26-13-00,125,1-May,500,Broadcast,Winter Rye,22.90570857,5.19267277,93.72598698,2.579987758,0.082738823,6.931543046,3.310731606,1.277731484,4.31220824
5,No Till,NA,26-13-00,125,1-May,500,Broadcast,Winter Rye,22.31040191,4.869465038,93.72598698,2.516757923,0.080506316,6.931543046,3.310731606,1.277731484,4.31220824
0,No Till,NA,26-13-00,1000,1-May,0,Broadcast,Winter Rye,69.16114083,15.94942609,196.8029589,7.556202866,0.148858498,14.73376236,3.309410013,1.246520735,4.31220824
1,No Till,NA,26-13-00,1000,1-May,0,Broadcast,Winter Rye,41.00504758,6.257356326,135.6388373,4.36823431,0.088821214,10.95450166,3.309410013,1.246520735,4.31220824
3,No Till,NA,26-13-00,1000,1-May,0,Broadcast,Winter Rye,38.40894517,5.524908331,130.7663433,4.110675021,0.082738823,10.95450166,3.309410013,1.246520735,4.31220824
5,No Till,NA,26-13-00,1000,1-May,0,Broadcast,Winter Rye,37.28694613,5.2650206,130.7663433,4.009097572,0.080506316,10.95450166,3.309410013,1.246520735,4.31220824
0,No Till,NA,26-13-00,1000,1-May,0,Broadcast,None,69.16114083,15.94942609,196.8029589,7.556202866,0.148858498,14.73376236,3.309410013,1.246520735,4.31220824
1,No Till,NA,26-13-00,1000,1-May,0,Broadcast,None,41.00504758,6.257356326,135.6388373,4.36823431,0.088821214,10.95450166,3.309410013,1.246520735,4.31220824
3,No Till,NA,26-13-00,1000,1-May,0,Broadcast,None,38.40894517,5.524908331,130.7663433,4.110675021,0.082738823,10.95450166,3.309410013,1.246520735,4.31220824
5,No Till,NA,26-13-00,1000,1-May,0,Broadcast,None,37.28694613,5.2650206,130.7663433,4.009097572,0.080506316,10.95450166,3.309410013,1.246520735,4.31220824
0,Till,15-Apr,26-13-00,125,1-May,500,Broadcast,Winter Rye,39.9497314,10.34777278,103.5099864,4.447097816,0.148416795,8.50143197,3.308833625,1.277728585,4.311893622
1,Till,15-Apr,26-13-00,125,1-May,500,Broadcast,Winter Rye,24.39980504,5.707816336,92.60533307,2.601395386,0.088112921,6.083057286,3.308833625,1.277728585,4.311893622
3,Till,15-Apr,26-13-00,125,1-May,500,Broadcast,Winter Rye,23.01962846,5.19267277,92.60533307,2.455334765,0.082272875,6.083057286,3.308833625,1.277728585,4.311893622
5,Till,15-Apr,26-13-00,125,1-May,500,Broadcast,Winter Rye,22.44358501,4.869465038,92.60533307,2.397154083,0.080106907,6.083057286,3.308833625,1.277728585,4.311893622
0,Till,15-Apr,26-13-00,125,1-May,500,Broadcast,None,39.9497314,10.34777278,103.5099864,4.447097816,0.148416795,8.50143197,3.308833625,1.277728585,4.311893622
1,Till,15-Apr,26-13-00,125,1-May,500,Broadcast,None,24.39980504,5.707816336,92.60533307,2.601395386,0.088112921,6.083057286,3.308833625,1.277728585,4.311893622
3,Till,15-Apr,26-13-00,125,1-May,500,Broadcast,None,23.01962846,5.19267277,92.60533307,2.455334765,0.082272875,6.083057286,3.308833625,1.277728585,4.311893622
5,Till,15-Apr,26-13-00,125,1-May,500,Broadcast,None,22.44358501,4.869465038,92.60533307,2.397154083,0.080106907,6.083057286,3.308833625,1.277728585,4.311893622
0,Till,1-Apr,26-13-00,125,1-May,500,Broadcast,Winter Rye,39.93144823,10.34850109,103.2852679,4.438675433,0.14742258,8.469138007,3.308521922,1.277728306,4.311693521
1,Till,1-Apr,26-13-00,125,1-May,500,Broadcast,Winter Rye,24.39071476,5.708215563,92.43851769,2.596835157,0.087688322,6.063093334,3.308521922,1.277728306,4.311693521
3,Till,1-Apr,26-13-00,125,1-May,500,Broadcast,Winter Rye,23.01002151,5.19267277,92.43851769,2.45111945,0.081908339,6.063093334,3.308521922,1.277728306,4.311693521
5,Till,1-Apr,26-13-00,125,1-May,500,Broadcast,Winter Rye,22.43326203,4.869465038,92.43851769,2.393004701,0.079763139,6.063093334,3.308521922,1.277728306,4.311693521
0,Till,1-Apr,26-13-00,125,1-May,500,Broadcast,None,39.93144823,10.34850109,103.2852679,4.438675433,0.14742258,8.469138007,3.308521922,1.277728306,4.311693521
1,Till,1-Apr,26-13-00,125,1-May,500,Broadcast,None,24.39071476,5.708215563,92.43851769,2.596835157,0.087688322,6.063093334,3.308521922,1.277728306,4.311693521
3,Till,1-Apr,26-13-00,125,1-May,500,Broadcast,None,23.01002151,5.19267277,92.43851769,2.45111945,0.081908339,6.063093334,3.308521922,1.277728306,4.311693521
5,Till,1-Apr,26-13-00,125,1-May,500,Broadcast,None,22.43326203,4.869465038,92.43851769,2.393004701,0.079763139,6.063093334,3.308521922,1.277728306,4.311693521
0,No Till,NA,28-10-10,125,1-Feb,250,Broadcast,None,34.61485232,7.161992304,73.35721081,2.542886566,1.299158461,4.909037532,3.308273094,1.202100519,4.304168544
1,No Till,NA,28-10-10,125,1-Feb,250,Broadcast,None,17.94990962,4.014443835,55.67037976,1.372991544,0.531414366,2.503422302,3.308273094,1.202100519,4.304168544
3,No Till,NA,28-10-10,125,1-Feb,250,Broadcast,None,16.46693627,3.759678176,54.21718801,1.280340272,0.449572624,2.454056292,3.308273094,1.202100519,4.304168544
5,No Till,NA,28-10-10,125,1-Feb,250,Broadcast,None,15.85578836,3.664457142,53.56692584,1.243408532,0.421607988,2.432816903,3.308273094,1.202100519,4.304168544
0,Till,15-Apr,26-13-00,1000,1-May,0,Broadcast,None,68.78576893,15.72414587,195.1540021,7.146434236,0.148416795,13.48512606,3.307848639,1.246505068,4.311893622
1,Till,15-Apr,26-13-00,1000,1-May,0,Broadcast,None,41.31199716,6.156394892,139.8437542,4.168017541,0.088112921,9.734664574,3.307848639,1.246505068,4.311893622
3,Till,15-Apr,26-13-00,1000,1-May,0,Broadcast,None,38.79672228,5.456763892,135.4624286,3.93107661,0.082272875,9.734664574,3.307848639,1.246505068,4.311893622
5,Till,15-Apr,26-13-00,1000,1-May,0,Broadcast,None,37.7081788,5.205516899,133.5251038,3.837115763,0.080106907,9.734664574,3.307848639,1.246505068,4.311893622
0,Till,1-Apr,26-13-00,1000,1-May,0,Broadcast,None,68.78899604,15.73942812,195.1725935,7.134288051,0.14742258,13.44245265,3.307577101,1.24650373,4.311693521
1,Till,1-Apr,26-13-00,1000,1-May,0,Broadcast,None,41.31084295,6.164303178,139.7975395,4.161589411,0.087688322,9.705672842,3.307577101,1.24650373,4.311693521
3,Till,1-Apr,26-13-00,1000,1-May,0,Broadcast,None,38.79849352,5.462893423,135.4465466,3.924926712,0.081908339,9.705672842,3.307577101,1.24650373,4.311693521
5,Till,1-Apr,26-13-00,1000,1-May,0,Broadcast,None,37.71024589,5.210938211,133.5202787,3.831068901,0.079763139,9.705672842,3.307577101,1.24650373,4.311693521
0,No Till,NA,26-13-00,500,1-May,125,Injection,Winter Rye,29.61539878,8.448069452,75.37974162,1.995430116,0.148858498,4.478549868,3.304740427,1.219672943,4.31220824
1,No Till,NA,26-13-00,500,1-May,125,Injection,Winter Rye,18.55794249,5.224746426,56.26272837,1.350444327,0.088821214,3.433290264,3.304740427,1.219672943,4.31220824
3,No Till,NA,26-13-00,500,1-May,125,Injection,Winter Rye,17.55412896,4.629946924,54.72492893,1.300285073,0.082738823,3.368276398,3.304740427,1.219672943,4.31220824
5,No Till,NA,26-13-00,500,1-May,125,Injection,Winter Rye,17.14879821,4.401233337,54.04320037,1.280154703,0.080506316,3.341879507,3.304740427,1.219672943,4.31220824
0,No Till,NA,26-13-00,500,1-May,125,Injection,None,29.61539878,8.448069452,75.37974162,1.995430116,0.148858498,4.478549868,3.304740427,1.219672943,4.31220824
1,No Till,NA,26-13-00,500,1-May,125,Injection,None,18.55794249,5.224746426,56.26272837,1.350444327,0.088821214,3.433290264,3.304740427,1.219672943,4.31220824
3,No Till,NA,26-13-00,500,1-May,125,Injection,None,17.55412896,4.629946924,54.72492893,1.300285073,0.082738823,3.368276398,3.304740427,1.219672943,4.31220824
5,No Till,NA,26-13-00,500,1-May,125,Injection,None,17.14879821,4.401233337,54.04320037,1.280154703,0.080506316,3.341879507,3.304740427,1.219672943,4.31220824
0,No Till,NA,28-10-10,125,1-May,125,Broadcast,Winter Rye,27.39689665,7.564916148,50.84814509,1.762211174,0.939425781,3.603335511,3.304400418,1.086014658,4.237087032
1,No Till,NA,28-10-10,125,1-May,125,Broadcast,Winter Rye,15.36075139,4.081101726,42.02366753,1.043285275,0.364528907,2.640113086,3.304400418,1.086014658,4.237087032
3,No Till,NA,28-10-10,125,1-May,125,Broadcast,Winter Rye,14.27777513,3.784813717,42.02366753,0.986213157,0.308211685,2.640113086,3.304400418,1.086014658,4.237087032
5,No Till,NA,28-10-10,125,1-May,125,Broadcast,Winter Rye,13.84185794,3.67032391,42.02366753,0.963675371,0.289180532,2.640113086,3.304400418,1.086014658,4.237087032
0,No Till,NA,28-10-10,125,1-May,125,Broadcast,None,27.39689665,7.564916148,50.84814509,1.762211174,0.939425781,3.603335511,3.304400418,1.086014658,4.237087032
1,No Till,NA,28-10-10,125,1-May,125,Broadcast,None,15.36075139,4.081101726,42.02366753,1.043285275,0.364528907,2.640113086,3.304400418,1.086014658,4.237087032
3,No Till,NA,28-10-10,125,1-May,125,Broadcast,None,14.27777513,3.784813717,42.02366753,0.986213157,0.308211685,2.640113086,3.304400418,1.086014658,4.237087032
5,No Till,NA,28-10-10,125,1-May,125,Broadcast,None,13.84185794,3.67032391,42.02366753,0.963675371,0.289180532,2.640113086,3.304400418,1.086014658,4.237087032
0,No Till,NA,26-13-00,250,1-May,250,Injection,Winter Rye,28.07922758,8.188445308,65.16030647,2.104077182,0.148858498,5.243737159,3.303649832,1.230763598,4.31220824
1,No Till,NA,26-13-00,250,1-May,250,Injection,Winter Rye,17.39441912,4.789385101,57.74236312,1.362389392,0.088821214,3.735328686,3.303649832,1.230763598,4.31220824
3,No Till,NA,26-13-00,250,1-May,250,Injection,Winter Rye,16.43459357,4.300244505,57.74236312,1.305634564,0.082738823,3.735328686,3.303649832,1.230763598,4.31220824
5,No Till,NA,26-13-00,250,1-May,250,Injection,Winter Rye,16.04815579,4.078916476,57.74236312,1.282659056,0.080506316,3.735328686,3.303649832,1.230763598,4.31220824
0,No Till,NA,26-13-00,250,1-May,250,Injection,None,28.07922758,8.188445308,65.16030647,2.104077182,0.148858498,5.243737159,3.303649832,1.230763598,4.31220824
1,No Till,NA,26-13-00,250,1-May,250,Injection,None,17.39441912,4.789385101,57.74236312,1.362389392,0.088821214,3.735328686,3.303649832,1.230763598,4.31220824
3,No Till,NA,26-13-00,250,1-May,250,Injection,None,16.43459357,4.300244505,57.74236312,1.305634564,0.082738823,3.735328686,3.303649832,1.230763598,4.31220824
5,No Till,NA,26-13-00,250,1-May,250,Injection,None,16.04815579,4.078916476,57.74236312,1.282659056,0.080506316,3.735328686,3.303649832,1.230763598,4.31220824
0,Till,15-Apr,28-10-10,125,1-May,125,Broadcast,Winter Rye,27.00025344,7.141628426,49.44722737,1.650054261,0.857567747,3.237618607,3.303383864,1.085761591,4.235849353
1,Till,15-Apr,28-10-10,125,1-May,125,Broadcast,Winter Rye,15.25433096,3.914531102,40.79242611,0.986815811,0.364528907,2.291823919,3.303383864,1.085761591,4.235849353
3,Till,15-Apr,28-10-10,125,1-May,125,Broadcast,Winter Rye,14.21248867,3.652092956,40.79242611,0.934881337,0.308211685,2.291823919,3.303383864,1.085761591,4.235849353
5,Till,15-Apr,28-10-10,125,1-May,125,Broadcast,Winter Rye,13.78861468,3.549160086,40.79242611,0.914334422,0.289180532,2.291823919,3.303383864,1.085761591,4.235849353
0,Till,15-Apr,28-10-10,125,1-May,125,Broadcast,None,27.00025344,7.141628426,49.44722737,1.650054261,0.857567747,3.237618607,3.303383864,1.085761591,4.235849353
1,Till,15-Apr,28-10-10,125,1-May,125,Broadcast,None,15.25433096,3.914531101,40.79242611,0.986815811,0.364528907,2.291823919,3.303383864,1.085761591,4.235849353
3,Till,15-Apr,28-10-10,125,1-May,125,Broadcast,None,14.21248867,3.652092956,40.79242611,0.934881337,0.308211685,2.291823919,3.303383864,1.085761591,4.235849353
5,Till,15-Apr,28-10-10,125,1-May,125,Broadcast,None,13.78861468,3.549160086,40.79242611,0.914334422,0.289180532,2.291823919,3.303383864,1.085761591,4.235849353
0,Till,1-Apr,28-10-10,125,1-May,125,Broadcast,Winter Rye,26.99960264,7.142941244,49.40733971,1.646287029,0.856529094,3.223989915,3.303175919,1.08572379,4.235411407
1,Till,1-Apr,28-10-10,125,1-May,125,Broadcast,Winter Rye,15.25244498,3.914613614,40.7674416,0.98482923,0.364528907,2.283258258,3.303175919,1.08572379,4.235411407
3,Till,1-Apr,28-10-10,125,1-May,125,Broadcast,Winter Rye,14.21123962,3.652583764,40.7674416,0.933017437,0.308211685,2.283258258,3.303175919,1.08572379,4.235411407
5,Till,1-Apr,28-10-10,125,1-May,125,Broadcast,Winter Rye,13.78532233,3.549224926,40.7674416,0.912482859,0.289180532,2.283258258,3.303175919,1.08572379,4.235411407
0,Till,1-Apr,28-10-10,125,1-May,125,Broadcast,None,26.99960264,7.142941244,49.40733971,1.646287029,0.856529093,3.223989915,3.303175919,1.08572379,4.235411407
1,Till,1-Apr,28-10-10,125,1-May,125,Broadcast,None,15.25244498,3.914613614,40.7674416,0.98482923,0.364528907,2.283258258,3.303175919,1.08572379,4.235411407
3,Till,1-Apr,28-10-10,125,1-May,125,Broadcast,None,14.21123962,3.652583764,40.7674416,0.933017437,0.308211685,2.283258258,3.303175919,1.08572379,4.235411407
5,Till,1-Apr,28-10-10,125,1-May,125,Broadcast,None,13.78532233,3.549224926,40.7674416,0.912482859,0.289180532,2.283258258,3.303175919,1.08572379,4.235411407
0,Till,15-Apr,26-13-00,500,1-May,125,Injection,None,29.21866274,8.024788427,74.79440188,1.904565504,0.148416795,4.13622872,3.303171152,1.219638152,4.311893622
1,Till,15-Apr,26-13-00,500,1-May,125,Injection,None,18.47891477,5.058303841,56.6380614,1.304781608,0.088112921,3.393790482,3.303171152,1.219638152,4.311893622
3,Till,15-Apr,26-13-00,500,1-May,125,Injection,None,17.51744184,4.629946924,55.27520495,1.258931298,0.082272875,3.335261563,3.303171152,1.219638152,4.311893622
5,Till,15-Apr,26-13-00,500,1-May,125,Injection,None,17.12523908,4.401233337,54.67275968,1.240442567,0.080106907,3.31041348,3.303171152,1.219638152,4.311893622
0,No Till,NA,26-13-00,125,1-Feb,500,Broadcast,Winter Rye,42.03125714,9.258121127,107.7054596,4.765380776,0.148858498,9.393104377,3.30298881,1.276613007,4.31220824
1,No Till,NA,26-13-00,125,1-Feb,500,Broadcast,Winter Rye,25.48299011,5.179710812,96.34507619,2.759697322,0.088821214,6.931174516,3.30298881,1.276613007,4.31220824
3,No Till,NA,26-13-00,125,1-Feb,500,Broadcast,Winter Rye,23.99472718,4.855577719,96.34507619,2.598692011,0.082738823,6.931174516,3.30298881,1.276613007,4.31220824
5,No Till,NA,26-13-00,125,1-Feb,500,Broadcast,Winter Rye,23.37240927,4.731414515,96.34507619,2.535163134,0.080506316,6.931174516,3.30298881,1.276613007,4.31220824
0,Till,1-Apr,26-13-00,500,1-May,125,Injection,None,29.22242876,8.02566254,74.80267234,1.901006997,0.14742258,4.122066409,3.302893253,1.21963425,4.311693521
1,Till,1-Apr,26-13-00,500,1-May,125,Injection,None,18.48173481,5.058933112,56.65223898,1.302864555,0.087688322,3.391627232,3.302893253,1.21963425,4.311693521
3,Till,1-Apr,26-13-00,500,1-May,125,Injection,None,17.51893932,4.629946924,55.28940689,1.25700758,0.081908339,3.332746879,3.302893253,1.21963425,4.311693521
5,Till,1-Apr,26-13-00,500,1-May,125,Injection,None,17.12735547,4.401233337,54.68938835,1.238614018,0.079763139,3.308423606,3.302893253,1.21963425,4.311693521
0,No Till,NA,26-13-00,500,1-Feb,250,Injection,Winter Rye,37.9210299,7.545414504,108.9074653,2.717329003,0.148858498,6.178941279,3.302664746,1.232329722,4.31220824
1,No Till,NA,26-13-00,500,1-Feb,250,Injection,Winter Rye,24.25765833,4.472367539,84.15184524,1.79019369,0.088821214,4.437832565,3.302664746,1.232329722,4.31220824
3,No Till,NA,26-13-00,500,1-Feb,250,Injection,Winter Rye,23.01975197,4.222706286,82.07577063,1.718319525,0.082738823,4.332282342,3.302664746,1.232329722,4.31220824
5,No Till,NA,26-13-00,500,1-Feb,250,Injection,Winter Rye,22.50920872,4.129706331,81.15322277,1.689428263,0.080506316,4.29961601,3.302664746,1.232329722,4.31220824
0,No Till,NA,26-13-00,500,1-Feb,250,Injection,None,37.9210299,7.545414504,108.9074653,2.717329003,0.148858498,6.178941279,3.302664746,1.232329722,4.31220824
1,No Till,NA,26-13-00,500,1-Feb,250,Injection,None,24.25765833,4.472367539,84.15184524,1.79019369,0.088821214,4.437832565,3.302664746,1.232329722,4.31220824
3,No Till,NA,26-13-00,500,1-Feb,250,Injection,None,23.01975197,4.222706286,82.07577063,1.718319525,0.082738823,4.332282342,3.302664746,1.232329722,4.31220824
5,No Till,NA,26-13-00,500,1-Feb,250,Injection,None,22.50920872,4.129706331,81.15322277,1.689428263,0.080506316,4.29961601,3.302664746,1.232329722,4.31220824
0,Till,15-Apr,26-13-00,250,1-May,250,Injection,None,27.68977728,7.763872356,63.70139425,1.97218048,0.148416795,4.785769531,3.302051683,1.230723846,4.311893622
1,Till,15-Apr,26-13-00,250,1-May,250,Injection,None,17.31438416,4.621996284,56.40594369,1.295973171,0.088112921,3.288597696,3.302051683,1.230723846,4.311893622
3,Till,15-Apr,26-13-00,250,1-May,250,Injection,None,16.39565088,4.300244505,56.40594369,1.245360858,0.082272875,3.288597696,3.302051683,1.230723846,4.311893622
5,Till,15-Apr,26-13-00,250,1-May,250,Injection,None,16.02222415,4.078916476,56.40594369,1.224743487,0.080106907,3.288597696,3.302051683,1.230723846,4.311893622
0,No Till,NA,28-10-10,500,1-Feb,0,Broadcast,Winter Rye,58.66693687,5.304389923,122.107395,3.581362229,1.717023368,6.368954938,3.301837382,0.982199593,4.31220824
1,No Till,NA,28-10-10,500,1-Feb,0,Broadcast,Winter Rye,34.3912377,3.240703801,95.52839109,2.063600251,0.73254464,4.66267736,3.301837382,0.982199593,4.31220824
3,No Till,NA,28-10-10,500,1-Feb,0,Broadcast,Winter Rye,32.19150953,3.066044295,95.52839109,1.942477155,0.619900274,4.66267736,3.301837382,0.982199593,4.31220824
5,No Till,NA,28-10-10,500,1-Feb,0,Broadcast,Winter Rye,31.25096658,3.004246446,95.52839109,1.894618175,0.581265116,4.66267736,3.301837382,0.982199593,4.31220824
0,No Till,NA,28-10-10,500,1-Feb,0,Broadcast,None,58.66693687,5.304389923,122.107395,3.581362229,1.717023368,6.368954938,3.301837382,0.982199593,4.31220824
1,No Till,NA,28-10-10,500,1-Feb,0,Broadcast,None,34.3912377,3.240703801,95.52839109,2.063600251,0.73254464,4.66267736,3.301837382,0.982199593,4.31220824
3,No Till,NA,28-10-10,500,1-Feb,0,Broadcast,None,32.19150953,3.066044295,95.52839109,1.942477155,0.619900274,4.66267736,3.301837382,0.982199593,4.31220824
5,No Till,NA,28-10-10,500,1-Feb,0,Broadcast,None,31.25096658,3.004246446,95.52839109,1.894618175,0.581265116,4.66267736,3.301837382,0.982199593,4.31220824
0,Till,1-Apr,26-13-00,250,1-May,250,Injection,None,27.68983199,7.764790381,63.6722338,1.967690782,0.14742258,4.767728779,3.301769296,1.230719163,4.311693521
1,Till,1-Apr,26-13-00,250,1-May,250,Injection,None,17.31337193,4.622615719,56.36887571,1.29360875,0.087688322,3.277691312,3.301769296,1.230719163,4.311693521
3,Till,1-Apr,26-13-00,250,1-May,250,Injection,None,16.39372154,4.300244505,56.36887571,1.243107694,0.081908339,3.277691312,3.301769296,1.230719163,4.311693521
5,Till,1-Apr,26-13-00,250,1-May,250,Injection,None,16.01995849,4.078916476,56.36887571,1.222551918,0.079763139,3.277691312,3.301769296,1.230719163,4.311693521
0,Till,15-Apr,26-13-00,125,1-Feb,500,Broadcast,Winter Rye,41.6664715,8.833543172,106.3927386,4.445199613,0.148416795,8.392951898,3.301232755,1.276609328,4.311893622
1,Till,15-Apr,26-13-00,125,1-Feb,500,Broadcast,Winter Rye,25.52432316,5.01237124,95.13885372,2.598198641,0.088112921,5.977498023,3.301232755,1.276609328,4.311893622
3,Till,15-Apr,26-13-00,125,1-Feb,500,Broadcast,Winter Rye,24.08858118,4.723613371,95.13885372,2.451605518,0.082272875,5.977498023,3.301232755,1.276609328,4.311893622
5,Till,15-Apr,26-13-00,125,1-Feb,500,Broadcast,Winter Rye,23.48617279,4.610738857,95.13885372,2.393769589,0.080106907,5.977498023,3.301232755,1.276609328,4.311893622
0,Till,15-Apr,26-13-00,125,1-Feb,500,Broadcast,None,41.6664715,8.833543172,106.3927386,4.445199613,0.148416795,8.392951898,3.301232755,1.276609328,4.311893622
1,Till,15-Apr,26-13-00,125,1-Feb,500,Broadcast,None,25.52432316,5.01237124,95.13885372,2.598198641,0.088112921,5.977498023,3.301232755,1.276609328,4.311893622
3,Till,15-Apr,26-13-00,125,1-Feb,500,Broadcast,None,24.08858118,4.723613371,95.13885372,2.451605518,0.082272875,5.977498023,3.301232755,1.276609328,4.311893622
5,Till,15-Apr,26-13-00,125,1-Feb,500,Broadcast,None,23.48617279,4.610738857,95.13885372,2.393769589,0.080106907,5.977498023,3.301232755,1.276609328,4.311893622
0,Till,15-Apr,26-13-00,500,1-Feb,250,Injection,None,37.57644317,7.121237761,107.6668229,2.54387578,0.148416795,5.597356755,3.301086379,1.232293371,4.311893622
1,Till,15-Apr,26-13-00,500,1-Feb,250,Injection,None,24.24799614,4.307097517,84.81935814,1.702291458,0.088112921,4.343500739,3.301086379,1.232293371,4.311893622
3,Till,15-Apr,26-13-00,500,1-Feb,250,Injection,None,23.05705568,4.09171945,82.95729116,1.63828206,0.082272875,4.251419225,3.301086379,1.232293371,4.311893622
5,Till,15-Apr,26-13-00,500,1-Feb,250,Injection,None,22.56234635,4.010178946,82.12905057,1.612510121,0.080106907,4.213305669,3.301086379,1.232293371,4.311893622
0,No Till,NA,26-13-00,1000,1-Feb,125,Injection,Winter Rye,53.5984187,7.162719265,188.1710437,3.219350837,0.148858498,7.359100216,3.30098232,1.222759974,4.31220824
1,No Till,NA,26-13-00,1000,1-Feb,125,Injection,Winter Rye,34.68289346,4.592452461,144.4181374,2.204121557,0.088821214,6.179464466,3.30098232,1.222759974,4.31220824
3,No Till,NA,26-13-00,1000,1-Feb,125,Injection,Winter Rye,32.95475563,4.300428256,140.6794431,2.123835227,0.082738823,6.076852263,3.30098232,1.222759974,4.31220824
5,No Till,NA,26-13-00,1000,1-Feb,125,Injection,Winter Rye,32.22116837,4.183344661,139.0074336,2.09177908,0.080506316,6.034715012,3.30098232,1.222759974,4.31220824
0,No Till,NA,26-13-00,1000,1-Feb,125,Injection,None,53.5984187,7.162719265,188.1710437,3.219350837,0.148858498,7.359100216,3.30098232,1.222759974,4.31220824
1,No Till,NA,26-13-00,1000,1-Feb,125,Injection,None,34.68289346,4.592452461,144.4181374,2.204121557,0.088821214,6.179464466,3.30098232,1.222759974,4.31220824
3,No Till,NA,26-13-00,1000,1-Feb,125,Injection,None,32.95475563,4.300428256,140.6794431,2.123835227,0.082738823,6.076852263,3.30098232,1.222759974,4.31220824
5,No Till,NA,26-13-00,1000,1-Feb,125,Injection,None,32.22116837,4.183344661,139.0074336,2.09177908,0.080506316,6.034715012,3.30098232,1.222759974,4.31220824
0,Till,1-Apr,26-13-00,125,1-Feb,500,Broadcast,Winter Rye,41.6638396,8.834378725,106.2027876,4.435633619,0.14742258,8.362808722,3.300941558,1.276608937,4.311693521
1,Till,1-Apr,26-13-00,125,1-Feb,500,Broadcast,Winter Rye,25.52599366,5.012772904,95.15578701,2.592979451,0.087688322,5.954540448,3.300941558,1.276608937,4.311693521
3,Till,1-Apr,26-13-00,125,1-Feb,500,Broadcast,Winter Rye,24.09019939,4.723724109,95.15578701,2.446849402,0.081908339,5.954540448,3.300941558,1.276608937,4.311693521
5,Till,1-Apr,26-13-00,125,1-Feb,500,Broadcast,Winter Rye,23.48820097,4.611292506,95.15578701,2.388978052,0.079763139,5.954540448,3.300941558,1.276608937,4.311693521
0,Till,1-Apr,26-13-00,125,1-Feb,500,Broadcast,None,41.6638396,8.834378725,106.2027876,4.435633619,0.14742258,8.362808722,3.300941558,1.276608937,4.311693521
